ref_id,ref
147,"{'full': 'Yan, P.-F.; Yang, M.; Li, C.-P.; Liu, X.-M.; Tan, Z.-C.; Welz-Biermann, U. (2010) Fluid Phase Equilib. 298(2), 287-292.', 'title': 'Gas-liquid chromatography measurements of activity coefficients at infinite dilution of hydrocarbons and alkanols in 1-alkyl-3-methylimidazolium bis(oxalato)borate'}"
148,"{'full': 'Zhang, Miao; Ge, Ming-Lan; Jiao, Yu-Hai; Mu, Zhao; Huang, Rui; He, Zhuang-Zhuang (2019) J. Chem. Thermodyn. 129, 92-98.', 'title': 'Determination of the thermodynamic parameters of ionic liquid 1-propyl-3-methylimidazolium bromide by gas-liquid chromatography'}"
149,"{'full': 'Zhou, Q.; Wang, L. -S. (2006) J. Chem. Eng. Data 51(5), 1698-1701.', 'title': 'Activity Coefficients at Infinite Dilution of Alkanes, Alkenes, and Alkyl Benzenes in 1-Butyl-3-methylimidazolium Tetrafluoroborate Using Gas-Liquid Chromatography'}"
150,"{'full': 'Zhou, Q.; Wang, L. -S.; Wu, J.-S.; Li, M.-Y. (2007) J. Chem. Eng. Data 52(1), 131-134.', 'title': 'Activity Coefficients at Infinite Dilution of Polar Solutes in 1-Butyl-3-methylimidazolium Tetrafluoroborate Using Gas-Liquid Chromatography'}"
151,"{'full': 'Ayad, A.; Mutelet, F.; Abumandour, E.-S.; Negadi, A. (2015) J. Chem. Thermodyn. 86, 116-122.', 'title': 'Activity coefficients at infinite dilution of organic solutes in methylphosphonate based ionic liquids using gas-liquid chromatography'}"
152,"{'full': 'Bahadur, I.; Govender, B. B.; Osman, K.; Williams-Wynn, M. D.; Nelson, W. M.; Naidoo, P.; Ramjugernath, D. (2014) J. Chem. Thermodyn. 70, 245-252.', 'title': 'Measurement of activity coefficients at infinite dilution of organic solutes in the ionic liquid 1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate at T = (308.15, 313.15, 323.15 and 333.15) K using gas + liquid chromatography'}"
153,"{'full': 'Bahadur, I.; Naidoo, M.; Naidoo, P.; Ramdath, S.; Ramjugernath, D.; Ebenso, E. E. (2016) J. Chem. Thermodyn. 92, 35-42.', 'title': 'Screening of environmental friendly ionic liquid as a solvent for the different types of separations problem: Insight from activity coefficients at infinite dilution measurement using (gas + liquid) chromatography technique'}"
154,"{'full': 'Cehreli, S.; Gmehling, J. (2010) Fluid Phase Equilib. 295(1), 125-129.', 'title': 'Phase equilibria for benzene-cyclohexene and activity coefficients at infinite dilution for the ternary systems with ionic liquids'}"
155,"{'full': 'Chen, Yali; Wang, Qiang; Zhang, Zhengfang; Tang, Jun (2012) Ind. Eng. Chem. Res. 51(46), 15293-15298.', 'title': 'Determination of the Solubility Parameter of Ionic Liquid 1-Hexyl-3-methylimidazolium Hexafluorophosphate by Inverse Gas Chromatography'}"
156,"{'full': 'Deng, L.; Wang, Q.; Chen, Y.; Zhang, Z.; Tang, J. (2013) J. Mol. Liq. 187, 246-251.', 'title': 'Determination of the solubility parameter of ionic liquid 1-octyl-3-methylimidazolium hexafluorophosphate by inverse gas chromatography'}"
157,"{'full': 'Domanska, U.; Krolikowski, M. (2010) J. Chem. Eng. Data 55(11), 4817-4822.', 'title': 'Determination of Activity Coefficients at Infinite Dilution of 35 Solutes in the Ionic Liquid, 1-Butyl-3-methylimidazolium Tosylate, Using Gas-Liquid Chromatography'}"
158,"{'full': 'Domanska, U.; Zawadzki, M.; Paduszynski, K.; Krolikowski, M. (2012) J. Phys. Chem. B 116, 8191-8200.', 'title': 'Perturbed-Chain SAFT as a Versatile Tool for Thermodynamic Modeling of Binary Mixtures Containing Isoquinolinium Ionic Liquids'}"
159,"{'full': 'Elias, A. M.; Coelho, G. L. V. (2016) J. Chem. Eng. Data 61(5), 1743-1748.', 'title': 'Measurements of Infinite Dilution Activity Coefficients of Alkanols in the Ionic Liquid Tributylmethylammonium Methyl Sulfate Using HS-SPME/GC/FID'}"
160,"{'full': 'Heintz, A.; Kulikov, D. V.; Verevkin, S. P. (2001) J. Chem. Eng. Data 46(6), 1526-1529.', 'title': 'Thermodynamic Properties of Mixtures Containing Ionic Liquids. Activity Coefficients at Infinite Dilution of Alkanes, Alkenes, and Alkylbenzenes in 4-Methyl-n-butylpyridinium Tetrafluoroborate Using Gas-Liquid Chromatography'}"
161,"{'full': 'Heintz, A.; Kulikov, D. V.; Verevkin, S. P. (2002) J. Chem. Thermodyn. 34(8), 1341-1347.', 'title': 'Thermodynamic properties of mixtures containing ionic liquids. Activity coefficients at infinite dilution of polar solutes in 4-methyl-N-butyl-pyridinium tetrafluoroborate using gas liquid chromatography'}"
162,"{'full': 'Heintz, A.; Kulikov, D. V.; Verevkin, S. P. (2002) J. Chem. Eng. Data 47(4), 894-899.', 'title': 'Thermodynamic Properties of Mixtures Containing Ionic Liquids. 2. Activity Coefficients at Infinite Dilution of Hydrocarbons and Polar Solutes in 1-Methyl-3-ethyl-imidazolium Bis(trifluoromethyl-sulfonyl) Amide and in 1,2-Dimethyl-3-ethyl-imidazolium Bis(trifluoromethyl-sulfonyl) Amide Using Gas-Liquid Chromatography'}"
163,"{'full': 'Hu, Y.; Wang, Q.; Yalikun, N.; Liu, S.; Li, J.; Liu, B. (2021) J. Solution Chem. 50(11-12), 1285-1299.', 'title': 'Solubility Parameters Measurements of 1-Propyl-3-Methyl-Imidazolium-Based Ionic Liquids via Inverse Gas Chromatography and Hansen Solubility Parameter in Practice'}"
164,"{'full': 'Kabane, Bakusele; Redhi, Gan G. (2019) Fluid Phase Equilib. 493, 181-187.', 'title': 'Application of trihexyltetradecylphosphonium dicyanamide ionic liquid for various types of separations problems: Activity coefficients at infinite dilution measurements utilizing GLC method'}"
165,"{'full': 'Kabane, Bakusele; Redhi, Gan G. (2020) S. Afr. J. Chem. Eng. 32, 32-38.', 'title': 'Evaluation of an imidazolium-based ionic liquid as a separation solvent for binary mixtures based on limiting activity coefficient data'}"
166,"{'full': 'Kabane, Bakusele; Chokkareddy, Rajasekhar; Redhi, Gan.G. (2019) J. Chem. Thermodyn. 137, 7-12.', 'title': 'Separation of (water/butan-1-ol) binary systems based on activity coefficients at infinite dilution with phosphonium ionic liquid'}"
167,"{'full': 'Kato, R.; Gmehling, J. (2005) J. Chem. Thermodyn. 37(6), 603-619.', 'title': 'Systems with ionic liquids: Measurement of VLE and c1 data and prediction of their thermodynamic behavior using original UNIFAC, mod. UNIFAC(Do) and COSMO-RS(Ol)'}"
168,"{'full': 'Krolikowski, Marek; Krolikowska, Marta; Wieckowski, Mikolaj; Pilowski, Adam (2020) J. Chem. Thermodyn. 147, 106117.', 'title': 'The influence of the ionic liquids functionalization on interaction in binary systems with organic solutes and water - Thermodynamic data of activity coefficients at infinite dilution'}"
169,"{'full': 'Letcher, T. M.; Ramjugernath, D.; Laskowska, M.; Krolikowski, M.; Naidoo, P. (2008) J. Chem. Thermodyn. 40(8), 1243-1247.', 'title': 'Activity coefficients at infinite dilution measurements for organic solutes in the ionic liquid trihexyltetradecylphosphonium-bis-(2,4,4-trimethylpentyl)- phosphinate using g.l.c. at T = (303.15, 308.15, 313.15, and 318.15) K'}"
170,"{'full': 'Letcher, T. M.; Ramjugernath, D.; Laskowska, M.; Krolikowski, M.; Naidoo, P.; Domanska, U. (2008) J. Chem. Eng. Data 53(9), 2044-2049.', 'title': 'Determination of Activity Coefficients at Infinite Dilution of Solutes in the Ionic Liquid, Trihexyltetradecylphosphonium Bis(trifluoromethylsulfonyl) Imide, Using Gas-Liquid Chromatography at T ) (303.15, 308.15, 313.15, and 318.15) K'}"
171,"{'full': 'Letcher, T. M.; Ramjugernath, D.; Krolikowski, M.; Laskowska, M.; Naidoo, P.; Domanska, U. (2009) Fluid Phase Equilib. 276(1), 31-36.', 'title': 'Activity coefficients at infinite dilution measurements for organic solutes  in the ionic liquid N-butyl-4-methylpyridinium tosylate using  GLC at T = (328.15, 333.15, 338.15, and 343.15)K'}"
172,"{'full': 'Li, Y.; Wang, Q.; Li, X.; Li, Z.; Li, J.; Hu, Y.; Wang, B. (2022) J. Mol. Liq. 350, 118434.', 'title': 'Thermodynamic properties of N-octyl pyridinium hexafluorophosphate ionic liquid: Characterization and application in separation of the azeotrope'}"
173,"{'full': 'Liebert, V.; Nebig, S.; Gmehling, J. (2008) Fluid Phase Equilib. 268(1-2), 14-20.', 'title': 'Experimental and predicted phase equilibria and excess properties  for systems with ionic liquids'}"
174,"{'full': 'Martins, M. A. R.; Coutinho, J. A. P.; Pinho, S. P.; Domanska, U. (2015) J. Chem. Thermodyn. 91, 194-203.', 'title': 'Measurements of activity coefficients at infinite dilution of organic solutes and water on polar imidazolium-based ionic liquids'}"
175,"{'full': 'Martins, M. A. R.; Vilas-Boas, S. M.; Cordova, I. W.; Carvalho, P. J.; Domanska, U.; Ferreira, O.; Coutinho, J. A. P.; Pinho, S. P. (2021) J. Chem. Eng. Data 66(6), 2587-2596.', 'title': 'Infinite Dilution Activity Coefficients in the Smectic and Isotropic Phases of Tetrafluoroborate-Based Ionic Liquids'}"
176,"{'full': 'Nebig, S.; Gmehling, J. (2010) Fluid Phase Equilib. 294(1-2), 206-212.', 'title': 'Measurements of different thermodynamic properties of systems containing ionic liquids and correlation of these properties using modified UNIFAC (Dortmund)'}"
177,"{'full': 'Reddy, P.; Siddiqi, M. A.; Atakan, B.; Diedenhofen, M.; Ramjugernath, D. (2013) J. Chem. Thermodyn. 58, 322-329.', 'title': 'Activity coefficients at infinite dilution of organic solutes in the ionic liquid PEG-5 cocomonium methylsulfate at T = (313.15, 323.15, 333.15, and 343.15) K: Experimental results and COSMO-RS predictions'}"
178,"{'full': 'Ren, Rui-Zhen; Gong, Liang-Fa; Hao, Zi-Zhong; Peng, Xiao-Ming; Guo, Zhen-Yu; Chen, Yu; Wang, Xin-Cheng; Ge, Ming-Lan (2023) Fluid Phase Equilib. 574, 113908.', 'title': 'Thermodynamics and activity coefficients at infinite dilution for organic compounds in ionic liquid 1-ethyl-2,3-dimethylimidazolium thiocyanate'}"
179,"{'full': 'Revelli, A.-L.; Mutelet, F.; Turmine, M.; Solimando, R.; Jaubert, J.-N. (2009) J. Chem. Eng. Data 54(1), 90-101.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Compounds in 1-Butyl-3-methylimidazolium Tetrafluoroborate Using Inverse Gas Chromatography'}"
180,"{'full': 'Tian, Luoyang; Chen, Yali; Wang, Qiang (2014) Yingyong Huaxue 34(7), 824.', 'title': 'Determination of the Thermodynamic Parameters of Organic Solvents in Ionic Liquid 1-butyl-3-methylimidazolium Hexafluorophosphate by Inverse Gas Chromatography'}"
181,"{'full': 'Tumba, K.; Letcher, T. M.; Naidoo, P.; Ramjugernath, D. (2013) J. Chem. Thermodyn. 65, 159-167.', 'title': 'Activity coefficients at infinite dilution of organic solutes in the ionic liquid trihexyltetradecylphosphonium bis(trifluoromethylsulfonyl)imide using gas-liquid chromatography at T = (313.15, 333.15, 353.15 and 373.15) K'}"
182,"{'full': ""Vasil'tsova, T. V.; Heintz, A.; Kulikov, D.; Verevkin, S. P. (2003) Kholod. Tekh. Tekhnol. 84(4), 49."", 'title': 'Gas chromatography as a method of determination of thermodynamic properties with ionic liquids'}"
183,"{'full': 'Wang, Wenna; Wang, Qiang; Tang, Jun; Wang, Qiang; Wang, Bin (2020) J. Chem. Thermodyn. 150, 106236.', 'title': 'Characterization of the thermodynamic properties of ionic liquid 1-allyl-3-vinylimidazolium bis((trifluorompropyl)sulfonyl)imide by inverse gas chromatography'}"
184,"{'full': 'Ziemblinska-Bernart, Justyna; Bielecki, Patryk; Wasiak, Wieslaw (2019) Fluid Phase Equilib. 482, 99-107.', 'title': 'Measurements of activity coefficients at infinite dilution for organic solutes in two quaternary ammonium-based ionic liquids [DDA][ClO4] and [DDA][BF4]'}"
185,"{'full': 'Acree, Jr., W. E.; Baker, G.; Mutelet, F.; Moise, J.-C. (2011) J. Chem. Eng. Data 56(9), 3688-3697.', 'title': 'Partition Coefficients of Organic Compounds in Four New Tetraalkylammonium Bis(trifluoromethylsulfonyl)imide Ionic Liquids Using Inverse Gas Chromatography'}"
186,"{'full': 'Acree, Jr., W. E.; Baker, G. A.; Revelli, A.-L.; Moise, J.-C.; Mutelet, F. (2012) J. Chem. Eng. Data 57(12), 3510-3518.', 'title': 'Activity Coefficients at Infinite Dilution for Organic Compounds Dissolved in 1-Alkyl-1-methylpyrrolidinium Bis(trifluoromethylsulfonyl)imide Ionic Liquids Having Six-, Eight-, and Ten-Carbon Alkyl Chains'}"
187,"{'full': 'Banerjee, T.; Khanna, A. (2006) J. Chem. Eng. Data 51(6), 2170-2177.', 'title': 'Infinite Dilution Activity Coefficients for Trihexyltetradecyl Phosphonium Ionic Liquids: Measurements and COSMO-RS Prediction'}"
188,"{'full': 'Bensaid, Z.; Mutelet, F.; Bouroukba, M.; Negadi, A. (2014) Fluid Phase Equilib. 378, 34-43.', 'title': 'Experimental and theoretical study of interaction between organic compounds and 1- (4-sulfobutyl)-3-methylimidazolium based ionic liquids'}"
189,"{'full': 'David, W.; Letcher, T. M.; Ramjugernath, D.; Raal, J. D. (2003) J. Chem. Thermodyn. 35(8), 1335-1341.', 'title': 'Activity coefficients of hydrocarbon solutes at infinite dilution in the ionic liquid, 1-methyl-3-octyl-imidazolium chloride from gas-liquid chromatography'}"
190,"{'full': 'Foco, G. M.; Bottini, S. B.; Quezada, N.; de la Fuente, J. C.; Peters, C. J. (2006) J. Chem. Eng. Data 51(3), 1088-1091.', 'title': 'Activity Coefficients at Infinite Dilution in 1-Alkyl-3-methylimidazolium Tetrafluoroborate Ionic Liquids'}"
191,"{'full': 'Letcher, T. M.; Reddy, P. (2005) Fluid Phase Equilib. 235(1), 11-17.', 'title': 'Determination of activity coefficients at infinite dilution of organic solutes in the ionic liquid, trihexyl(tetradecyl)-phosphonium tris(pentafluoroethyl) trifluorophosphate, by gas liquid chromatography'}"
192,"{'full': 'Letcher, T. M.; Reddy, P. (2007) Fluid Phase Equilib. 260(1), 23-28.', 'title': 'Determination of activity coefficients at infinite dilution of organic solutes in the ionic liquid, tributylmethylphosphonium methylsulphate by gas liquid chromatography'}"
193,"{'full': 'Letcher, T. M.; Soko, B.; Ramjugernath, D.; Deenadayalu, N.; Nevines, A.; Naicker, P. K. (2003) J. Chem. Eng. Data 48(3), 708-711.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Solutes in 1-Hexyl-3-methylimidazolium Hexafluorophosphate from Gas-Liquid Chromatography'}"
194,"{'full': 'Letcher, T. M.; Marciniak, A.; Marciniak, M.; Domanska, U. (2005) J. Chem. Eng. Data 50(4), 1294-1298.', 'title': 'Determination of Activity Coefficients at Infinite Dilution of Solutes in the Ionic Liquid 1-Butyl-3-methylimidazolium Octyl Sulfate Using Gas-Liquid Chromatography at a Temperature of 298.15 K, 313.15 K, or 328.15 K'}"
195,"{'full': 'Letcher, T. M.; Domanska, U.; Marciniak, M.; Marciniak, A. (2005) J. Chem. Thermodyn. 37(6), 587-593.', 'title': 'Activity coefficients at infinite dilution measurements for organic solutes in the ionic liquid 1-butyl-3-methyl-imidazolium 2-(2-methoxyethoxy) ethyl sulfate using g.l.c. at T = (298.15, 303.15, and 308.15) K'}"
196,"{'full': 'Letcher, T. M.; Marcininiak, A.; Marciniak, M.; Domanska, U. (2005) J. Chem. Thermodyn. 37(12), 1327-1331.', 'title': 'Activity coefficients at infinite dilution measurements for organic solutes in the ionic liquid hexyl-3-methyl-imidazolium bis(trifluoromethylsulfonyl)-imide using g.l.c. at T = (298.15, 313.15, and 333.15) K'}"
197,"{'full': 'Moise, J.-C.; Mutelet, F.; Jaubert, J.-N.; Grubbs, L. M.; Acree, Jr., W. E.; Baker, G. A. (2011) J. Chem. Eng. Data 56(7), 3106-3114.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Compounds in Four New Imidazolium-Based Ionic Liquids'}"
198,"{'full': 'Mutelet, F.; Jaubert, J.-N. (2006) J. Chromatogr. 1102, 256-267.', 'title': 'Accurate measurements of thermodynamic properties of solutes in ionic liquids using inverse gas chromatography'}"
199,"{'full': 'Mutelet, F.; Jaubert, J.-N. (2007) J. Chem. Thermodyn. 39(8), 1144-1150.', 'title': 'Measurement of activity coefficients at infinite dilution in 1-hexadecyl-3-methylimidazolium tetrafluoroborate ionic liquid'}"
200,"{'full': 'Mutelet, F.; Butet, V.; Jaubert, J.-N. (2005) Ind. Eng. Chem. Res. 44, 4120--4127.', 'title': 'Application of Inverse Gas Chromatography and Regular Solution  Theory for Characterization of Ionic Liquids'}"
201,"{'full': 'Mutelet, F.; Revelli, A.-L.; Jaubert, J.-N.; Sprunger, L. M.; Acree, Jr., W. E.; Baker, G. A. (2010) J. Chem. Eng. Data 55(1), 234-242.', 'title': 'Partition Coefficients of Organic Compounds in New Imidazolium and Tetralkylammonium Based Ionic Liquids Using Inverse Gas Chromatography'}"
202,"{'full': 'Mutelet, F.; Hassan, E.-S. R. E.; Stephens, T. W.; Acree, Jr., W. E.; Baker, G. A. (2013) J. Chem. Eng. Data 58(8), 2210-2218.', 'title': 'Activity Coefficients at Infinite Dilution for Organic Solutes Dissolved in Three 1-Alkyl-1-methylpyrrolidinium Bis(trifluoromethylsulfonyl)imide Ionic Liquids Bearing Short Linear Alkyl Side Chains of Three to Five Carbons'}"
203,"{'full': 'Mutelet, F.; Carre, P.; Skrzypczak, A. (2015) Fluid Phase Equilib. 387, 59-72.', 'title': 'Study of interaction between organic compounds and mono or dicationic oxygenated ionic liquids using gas chromatography'}"
204,"{'full': 'Olivier, E.; Letcher, T. M.; Naidoo, P.; Ramjugernath, D. (2010) J. Chem. Thermodyn. 42(1), 78-83.', 'title': 'Activity coefficients at infinite dilution of organic solutes in the ionic liquid 1-ethyl-3-methylimidazolium trifluoromethanesulfonate using gas liquid chromatography at T = (313.15, 323.15, and 333.15) K'}"
205,"{'full': 'Revelli, A.-L.; Sprunger, L. M.; Gibbs, J.; Acree, Jr., W. E.; Baker, G. A.; Mutelet, F. (2009) J. Chem. Eng. Data 54(3), 977-985.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Compounds in Trihexyl(tetradecyl)phosphonium Bis(trifluoromethylsulfonyl)imide Using Inverse Gas Chromatography'}"
206,"{'full': 'Revelli, A.-L.; Mutelet, F.; Jaubert, J.-N.; Garcia-Martinez, M.; Sprunger, L. M.; Acree, Jr., W. E.; Baker, G. A. (2010) J. Chem. Eng. Data 55(7), 2434-2443.', 'title': 'Study of Ether-, Alcohol-, or Cyano-Functionalized Ionic Liquids Using Inverse Gas Chromatography'}"
207,"{'full': 'Shimoyama, Y.; Hirayama, T.; Iwai, Y. (2008) J. Chem. Eng. Data 53(9), 2106-2111.', 'title': 'Measurement of Infinite Dilution Activity Coefficients of Alcohols, Ketones, and Aromatic Hydrocarbons in 4-Methyl-N-butylpyridinium Tetrafluoroborate and 1-Butyl-3-methylimidazolium Hexafluorophosphate by Gas-Liquid Chromatography'}"
208,"{'full': 'Sudhir, N.; Yadav, P.; Sah, R.; Nautiyal, B.; Ghosh, P.; Nanoti, S. M.; Singh, R. (2019) J. Chem. Eng. Data 64(8), 3337-3345.', 'title': 'Measuring Activity Coefficient at Infinite Dilution of Hydrocarbons in Ionic Liquids and Evaluation of Other Thermodynamic Properties using Gas Chromatography'}"
209,"{'full': 'Letcher, T. M.; Soko, B.; Reddy, P.; Deenadayalu, N. (2003) J. Chem. Eng. Data 48(6), 1587-1590.', 'title': 'Determination of Activity Coefficients at Infinite Dilution of Solutes in the Ionic Liquid 1-Hexyl-3-methylimidazolium Tetrafluoroborate Using Gas-Liquid Chromatography at the Temperatures 298.15 K and 323.15 K'}"
210,"{'full': 'Mutelet, F.; Jaubert, J.-N.; Rogalski, M.; Harmand, J.; Sindt, M.; Mieloszynski, J.-L. (2008) J. Phys. Chem. B 112, 3773-3785.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Compounds in 1-(Meth)acryloyloxyalkyl-3-methylimidazolium Bromide Using Inverse Gas Chromatography'}"
211,"{'full': 'Zhang, J.; Zhang, Q.; Qiao, B.; Deng, Y. (2007) J. Chem. Eng. Data 52(6), 2277-2283.', 'title': 'Solubilities of the Gaseous and Liquid Solutes and Their Thermodynamics of Solubilization in the Novel Room-Temperature Ionic Liquids at Infinite Dilution by Gas Chromatography'}"
212,"{'full': 'Emelyanenko, V. N.; Verevkin, S. P. (2013) Vestn. St. Petersb. Univ., Ser. 4: Fiz. Khim. 113.', 'title': 'Thermodynamic study of pure methylbenzaldehydes and their mixtures with ionic liquids'}"
213,"{'full': 'Heintz, A.; Verevkin, S. P. (2005) J. Chem. Eng. Data 50(5), 1515-1519.', 'title': 'Thermodynamic Properties of Mixtures Containing Ionic Liquids. 6. Activity Coefficients at Infinite Dilution of Hydrocarbons, Alcohols, Esters, and Aldehydes in 1-Methyl-3-octyl-imidazolium Tetrafluoroborate Using Gas-Liquid Chromatography'}"
214,"{'full': ""Heintz, A.; Casas, L. M.; Nesterov, I. A.; Emel'yanenko, V. N.; Verevkin, S. P. (2005) J. Chem. Eng. Data 50(5), 1510-1514."", 'title': 'Thermodynamic Properties of Mixtures Containing Ionic Liquids. 5. Activity Coefficients at Infinite Dilution of Hydrocarbons, Alcohols, Esters, and Aldehydes in 1-Methyl-3-butyl-imidazolium Bis(trifluoromethyl-sulfonyl) Imide Using Gas-Liquid Chromatography'}"
215,"{'full': 'Jork, C.; Kristen, C.; Pieraccini, D.; Stark, A.; Chiappe, C.; Beste, Y.-A.; Arlt, W. (2005) J. Chem. Thermodyn. 37(6), 537-558.', 'title': 'Tailor-made ionic liquids'}"
216,"{'full': 'Kato, R.; Gmehling, J. (2005) Fluid Phase Equilib. 231(1), 38-43.', 'title': 'Measurement and correlation of vapor liquid equilibria of binary systems containing the ionic liquids [EMIM][(CF3SO2)2N], [BMIM][(CF3SO2)2N], [MMIM][(CH3)2PO4] and oxygenated organic compounds respectively water'}"
217,"{'full': 'Mutelet, F.; Jaubert, J.-N.; Rogalski, M.; Boukherissa, M.; Dicko, A. (2006) J. Chem. Eng. Data 51(4), 1274-1279.', 'title': 'Thermodynamic Properties of Mixtures Containing Ionic Liquids: Activity Coefficients at Infinite Dilution of Organic Compounds in 1-Propyl Boronic Acid-3-Alkylimidazolium Bromide and 1-Propenyl-3-alkylimidazolium Bromide Using Inverse Gas Chromatography'}"
218,"{'full': 'Revelli, A.-L.; Mutelet, F.; Jaubert, J.-N. (2010) J. Chem. Thermodyn. 42(2), 177-181.', 'title': '(Vapor + liquid) equilibria of binary mixtures containing light alcohols and ionic liquids'}"
219,"{'full': 'Zhang, Q.; Li, Z.; Zhang, J.; Zhang, S.; Zhu, L.; Yang, J.; Zhang, X.; Deng, Y. (2007) J. Phys. Chem. B 111, 2864-2872.', 'title': 'Physicochemical Properties of Nitrile-Functionalized Ionic Liquids'}"
